date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,month,year,type
2019-01-14,21,1,21,241,2019-01,74.83000000000001,1,2019,train
2019-01-15,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-16,31,1,31,289,2019-01,96.65999999999998,1,2019,train
2019-01-17,73,2,73,649,2019-01,227.82,1,2019,train
2019-01-18,3,1,3,6,2019-01,5.45,1,2019,train
2019-01-19,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-20,12,1,12,90,2019-01,60.4,1,2019,train
2019-01-21,9,1,9,79,2019-01,20.549999999999997,1,2019,train
2019-01-22,4,3,4,9,2019-01,24.75,1,2019,train
2019-01-23,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-24,3,1,3,6,2019-01,5.45,1,2019,train
2019-01-25,51,3,47,372,2019-01,239.79999999999995,1,2019,train
2019-01-26,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-27,0,0,0,0,2019-01,0.0,1,2019,train
2019-01-28,65,3,63,637,2019-01,188.76999999999998,1,2019,train
2019-01-29,19,1,19,165,2019-01,82.05000000000001,1,2019,train
2019-01-30,29,2,28,280,2019-01,108.49000000000002,1,2019,train
2019-01-31,0,0,0,0,2019-01,0.0,1,2019,train
2019-02-01,63,1,63,570,2019-02,157.93999999999997,2,2019,train
2019-02-02,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-03,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-04,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-05,14,1,14,139,2019-02,30.590000000000003,2,2019,train
2019-02-06,27,1,27,234,2019-02,86.13000000000001,2,2019,train
2019-02-07,13,1,13,146,2019-02,28.71,2,2019,train
2019-02-08,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-09,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-10,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-11,1,1,1,1,2019-02,0.42,2,2019,train
2019-02-12,12,2,11,102,2019-02,63.2,2,2019,train
2019-02-13,49,2,48,538,2019-02,91.32000000000001,2,2019,train
2019-02-14,16,1,16,116,2019-02,57.7,2,2019,train
2019-02-15,55,3,55,579,2019-02,130.37999999999997,2,2019,train
2019-02-16,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-17,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-18,41,2,40,320,2019-02,151.42999999999998,2,2019,train
2019-02-19,3,2,3,1,2019-02,7.9,2,2019,train
2019-02-20,21,2,21,245,2019-02,49.33,2,2019,train
2019-02-21,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-22,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-23,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-24,5,1,5,50,2019-02,23.85,2,2019,train
2019-02-25,58,4,54,462,2019-02,215.4,2,2019,train
2019-02-26,59,2,56,497,2019-02,184.89000000000001,2,2019,train
2019-02-27,0,0,0,0,2019-02,0.0,2,2019,train
2019-02-28,30,2,29,273,2019-02,104.76,2,2019,train
2019-03-01,16,1,16,114,2019-03,66.85,3,2019,train
2019-03-02,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-03,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-04,1,1,1,0,2019-03,0.85,3,2019,train
2019-03-05,3,1,3,8,2019-03,13.85,3,2019,train
2019-03-06,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-07,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-08,20,1,20,179,2019-03,94.95,3,2019,train
2019-03-09,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-10,18,1,18,160,2019-03,53.82,3,2019,train
2019-03-11,21,1,21,166,2019-03,92.1,3,2019,train
2019-03-12,30,2,30,272,2019-03,76.27,3,2019,train
2019-03-13,16,2,16,113,2019-03,79.34,3,2019,train
2019-03-14,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-15,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-16,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-17,15,1,15,154,2019-03,30.78,3,2019,train
2019-03-18,44,2,42,90,2019-03,90.16,3,2019,train
2019-03-19,31,1,31,201,2019-03,125.74,3,2019,train
2019-03-20,74,4,65,687,2019-03,223.02,3,2019,train
2019-03-21,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-22,23,1,23,210,2019-03,63.21000000000001,3,2019,train
2019-03-23,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-24,8,1,8,53,2019-03,63.05,3,2019,train
2019-03-25,69,1,69,684,2019-03,156.69,3,2019,train
2019-03-26,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-27,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-28,72,3,71,718,2019-03,214.69,3,2019,train
2019-03-29,13,3,13,138,2019-03,32.22,3,2019,train
2019-03-30,0,0,0,0,2019-03,0.0,3,2019,train
2019-03-31,0,0,0,0,2019-03,0.0,3,2019,train
2019-04-01,28,2,27,212,2019-04,217.7,4,2019,train
2019-04-02,2,2,1,3,2019-04,2272.6,4,2019,train
2019-04-03,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-04,24,1,24,185,2019-04,90.30000000000001,4,2019,train
2019-04-05,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-06,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-07,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-08,1,1,1,2,2019-04,12.75,4,2019,train
2019-04-09,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-10,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-11,32,2,31,241,2019-04,143.16,4,2019,train
2019-04-12,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-13,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-14,31,2,31,265,2019-04,91.69000000000001,4,2019,train
2019-04-15,2,1,2,2,2019-04,12.25,4,2019,train
2019-04-16,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-17,18,1,18,148,2019-04,76.05,4,2019,train
2019-04-18,45,2,45,255,2019-04,146.05,4,2019,train
2019-04-19,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-20,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-21,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-22,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-23,28,1,26,84,2019-04,58.70000000000001,4,2019,train
2019-04-24,1,1,1,2,2019-04,5.95,4,2019,train
2019-04-25,8,1,8,64,2019-04,37.85,4,2019,train
2019-04-26,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-27,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-28,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-29,0,0,0,0,2019-04,0.0,4,2019,train
2019-04-30,52,6,47,518,2019-04,153.96999999999997,4,2019,train
2019-05-01,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-02,11,1,11,100,2019-05,38.6,5,2019,train
2019-05-03,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-04,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-05,63,2,62,642,2019-05,152.96,5,2019,train
2019-05-06,28,3,27,266,2019-05,82.82,5,2019,train
2019-05-07,30,1,30,298,2019-05,57.4,5,2019,train
2019-05-08,98,2,93,648,2019-05,381.24,5,2019,train
2019-05-09,12,1,12,93,2019-05,51.84,5,2019,train
2019-05-10,53,3,50,445,2019-05,204.94,5,2019,train
2019-05-11,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-12,10,1,10,122,2019-05,26.650000000000002,5,2019,train
2019-05-13,25,3,23,227,2019-05,135.34,5,2019,train
2019-05-14,45,1,45,433,2019-05,136.61,5,2019,train
2019-05-15,28,3,26,233,2019-05,160.59,5,2019,train
2019-05-16,52,2,48,439,2019-05,154.96,5,2019,train
2019-05-17,16,2,16,124,2019-05,99.75,5,2019,train
2019-05-18,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-19,45,2,41,292,2019-05,208.33000000000004,5,2019,train
2019-05-20,20,1,20,204,2019-05,43.85,5,2019,train
2019-05-21,13,1,13,112,2019-05,42.72999999999999,5,2019,train
2019-05-22,62,3,55,560,2019-05,215.96999999999997,5,2019,train
2019-05-23,25,2,25,240,2019-05,94.5,5,2019,train
2019-05-24,21,1,21,157,2019-05,81.11,5,2019,train
2019-05-25,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-26,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-27,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-28,19,2,19,153,2019-05,81.46000000000001,5,2019,train
2019-05-29,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-30,0,0,0,0,2019-05,0.0,5,2019,train
2019-05-31,0,0,0,0,2019-05,0.0,5,2019,train
2019-06-01,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-02,69,3,66,723,2019-06,246.73999999999998,6,2019,train
2019-06-03,18,1,18,115,2019-06,70.4,6,2019,train
2019-06-04,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-05,98,5,59,832,2019-06,217.46999999999997,6,2019,train
2019-06-06,56,2,55,449,2019-06,182.19,6,2019,train
2019-06-07,3,1,3,38,2019-06,23.1,6,2019,train
2019-06-08,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-09,14,1,14,116,2019-06,36.41,6,2019,train
2019-06-10,97,3,88,800,2019-06,379.27,6,2019,train
2019-06-11,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-12,78,5,73,625,2019-06,266.8299999999999,6,2019,train
2019-06-13,28,1,28,261,2019-06,73.48,6,2019,train
2019-06-14,24,2,24,221,2019-06,101.19,6,2019,train
2019-06-15,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-16,7,1,7,63,2019-06,28.33,6,2019,train
2019-06-17,22,2,21,207,2019-06,88.09000000000002,6,2019,train
2019-06-18,12,1,12,108,2019-06,40.85999999999999,6,2019,train
2019-06-19,34,2,32,312,2019-06,90.12000000000002,6,2019,train
2019-06-20,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-21,31,1,31,317,2019-06,84.15,6,2019,train
2019-06-22,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-23,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-24,10,1,10,98,2019-06,33.75,6,2019,train
2019-06-25,8,1,8,84,2019-06,26.62,6,2019,train
2019-06-26,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-27,1,1,1,4,2019-06,1.25,6,2019,train
2019-06-28,26,2,25,252,2019-06,79.75,6,2019,train
2019-06-29,0,0,0,0,2019-06,0.0,6,2019,train
2019-06-30,0,0,0,0,2019-06,0.0,6,2019,train
2019-07-01,16,1,16,180,2019-07,46.43,7,2019,train
2019-07-02,33,2,33,286,2019-07,118.35000000000001,7,2019,train
2019-07-03,60,1,60,487,2019-07,153.84,7,2019,train
2019-07-04,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-05,66,3,63,523,2019-07,207.43,7,2019,train
2019-07-06,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-07,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-08,32,2,31,217,2019-07,132.39,7,2019,train
2019-07-09,71,4,67,524,2019-07,256.96000000000004,7,2019,train
2019-07-10,10,1,10,114,2019-07,159.4,7,2019,train
2019-07-11,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-12,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-13,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-14,6,1,6,47,2019-07,33.05,7,2019,train
2019-07-15,42,2,42,448,2019-07,132.25000000000003,7,2019,train
2019-07-16,5,1,5,33,2019-07,28.7,7,2019,train
2019-07-17,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-18,2,1,2,5,2019-07,29.7,7,2019,train
2019-07-19,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-20,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-21,24,1,24,223,2019-07,60.519999999999996,7,2019,train
2019-07-22,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-23,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-24,13,1,13,106,2019-07,50.74000000000001,7,2019,train
2019-07-25,2,1,2,6,2019-07,29.7,7,2019,train
2019-07-26,45,1,45,411,2019-07,104.3,7,2019,train
2019-07-27,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-28,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-29,0,0,0,0,2019-07,0.0,7,2019,train
2019-07-30,5,1,5,52,2019-07,8.25,7,2019,train
2019-07-31,8,1,8,77,2019-07,27.71,7,2019,train
2019-08-01,34,1,34,281,2019-08,92.84000000000002,8,2019,prod
2019-08-02,35,2,34,327,2019-08,101.24,8,2019,prod
2019-08-03,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-04,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-05,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-06,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-07,14,1,14,136,2019-08,21.1,8,2019,prod
2019-08-08,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-09,27,2,27,159,2019-08,98.69,8,2019,prod
2019-08-10,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-11,2,1,2,3,2019-08,29.7,8,2019,prod
2019-08-12,37,1,37,308,2019-08,157.07999999999998,8,2019,prod
2019-08-13,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-14,29,1,29,303,2019-08,53.78,8,2019,prod
2019-08-15,46,2,43,385,2019-08,149.56999999999996,8,2019,prod
2019-08-16,35,1,35,376,2019-08,76.32,8,2019,prod
2019-08-17,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-18,30,2,28,245,2019-08,115.96000000000001,8,2019,prod
2019-08-19,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-20,44,2,42,377,2019-08,129.04000000000002,8,2019,prod
2019-08-21,23,2,23,172,2019-08,90.36000000000001,8,2019,prod
2019-08-22,122,4,111,1195,2019-08,311.06,8,2019,prod
2019-08-23,48,1,48,483,2019-08,109.87,8,2019,prod
2019-08-24,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-25,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-26,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-27,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-28,32,4,28,316,2019-08,245.55999999999997,8,2019,prod
2019-08-29,0,0,0,0,2019-08,0.0,8,2019,prod
2019-08-30,37,3,36,359,2019-08,126.3,8,2019,prod
2019-08-31,0,0,0,0,2019-08,0.0,8,2019,prod
2019-09-01,50,1,50,400,2019-09,151.16999999999996,9,2019,prod
2019-09-02,37,3,36,271,2019-09,158.98000000000002,9,2019,prod
2019-09-03,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-04,135,3,114,1299,2019-09,321.72,9,2019,prod
2019-09-05,87,2,84,742,2019-09,218.27,9,2019,prod
2019-09-06,105,3,95,952,2019-09,292.86999999999995,9,2019,prod
2019-09-07,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-08,7,1,7,43,2019-09,34.99,9,2019,prod
2019-09-09,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-10,2,1,2,1,2019-09,19.06,9,2019,prod
2019-09-11,21,1,21,222,2019-09,35.040000000000006,9,2019,prod
2019-09-12,50,4,49,506,2019-09,208.70999999999998,9,2019,prod
2019-09-13,1,1,1,0,2019-09,4.25,9,2019,prod
2019-09-14,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-15,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-16,108,4,96,757,2019-09,434.06999999999994,9,2019,prod
2019-09-17,24,1,24,198,2019-09,58.78,9,2019,prod
2019-09-18,60,4,55,495,2019-09,168.82,9,2019,prod
2019-09-19,78,5,71,604,2019-09,307.05,9,2019,prod
2019-09-20,38,1,38,321,2019-09,99.88000000000001,9,2019,prod
2019-09-21,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-22,35,2,35,221,2019-09,164.65,9,2019,prod
2019-09-23,2,1,2,1,2019-09,5.0,9,2019,prod
2019-09-24,13,3,13,70,2019-09,64.1,9,2019,prod
2019-09-25,29,1,29,219,2019-09,100.98,9,2019,prod
2019-09-26,79,4,72,709,2019-09,232.43,9,2019,prod
2019-09-27,57,3,52,632,2019-09,186.6,9,2019,prod
2019-09-28,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-29,0,0,0,0,2019-09,0.0,9,2019,prod
2019-09-30,77,1,66,158,2019-09,192.27000000000004,9,2019,prod
2019-10-01,15,2,15,115,2019-10,70.24000000000001,10,2019,prod
2019-10-02,143,4,135,1032,2019-10,447.72,10,2019,prod
2019-10-03,10,2,10,30,2019-10,62.300000000000004,10,2019,prod
2019-10-04,38,2,36,363,2019-10,88.43999999999998,10,2019,prod
2019-10-05,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-06,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-07,25,3,24,203,2019-10,86.44,10,2019,prod
2019-10-08,262,2,262,2220,2019-10,756.16,10,2019,prod
2019-10-09,52,5,45,453,2019-10,184.21,10,2019,prod
2019-10-10,12,1,12,99,2019-10,48.68,10,2019,prod
2019-10-11,29,2,29,223,2019-10,108.78,10,2019,prod
2019-10-12,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-13,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-14,1,1,1,2,2019-10,1.06,10,2019,prod
2019-10-15,2,2,1,5,2019-10,2.12,10,2019,prod
2019-10-16,35,2,34,291,2019-10,150.91,10,2019,prod
2019-10-17,39,1,39,420,2019-10,107.74,10,2019,prod
2019-10-18,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-19,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-20,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-21,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-22,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-23,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-24,53,7,47,354,2019-10,12701.820000000003,10,2019,prod
2019-10-25,63,3,63,780,2019-10,257.26,10,2019,prod
2019-10-26,0,0,0,0,2019-10,0.0,10,2019,prod
2019-10-27,15,1,15,153,2019-10,44.61,10,2019,prod
2019-10-28,27,2,26,241,2019-10,46.190000000000005,10,2019,prod
2019-10-29,72,4,67,558,2019-10,251.82,10,2019,prod
2019-10-30,22,1,22,203,2019-10,80.48000000000002,10,2019,prod
2019-10-31,87,5,83,747,2019-10,238.82,10,2019,prod
2019-11-01,81,3,75,329,2019-11,156.55,11,2019,prod
2019-11-02,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-03,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-04,31,1,31,161,2019-11,88.75000000000001,11,2019,prod
2019-11-05,60,3,59,532,2019-11,163.83999999999997,11,2019,prod
2019-11-06,54,2,53,474,2019-11,183.61999999999998,11,2019,prod
2019-11-07,161,7,132,985,2019-11,388.04,11,2019,prod
2019-11-08,117,6,106,1012,2019-11,325.48999999999995,11,2019,prod
2019-11-09,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-10,17,1,17,69,2019-11,34.260000000000005,11,2019,prod
2019-11-11,80,3,68,757,2019-11,235.94000000000003,11,2019,prod
2019-11-12,39,2,37,400,2019-11,150.71,11,2019,prod
2019-11-13,24,2,24,283,2019-11,101.81,11,2019,prod
2019-11-14,150,5,134,1207,2019-11,497.51,11,2019,prod
2019-11-15,44,3,41,384,2019-11,167.77,11,2019,prod
2019-11-16,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-17,39,2,39,268,2019-11,172.21999999999997,11,2019,prod
2019-11-18,16,1,16,173,2019-11,35.39,11,2019,prod
2019-11-19,41,2,37,294,2019-11,179.62,11,2019,prod
2019-11-20,28,2,26,173,2019-11,76.09,11,2019,prod
2019-11-21,140,3,136,744,2019-11,532.55,11,2019,prod
2019-11-22,56,4,50,529,2019-11,158.45,11,2019,prod
2019-11-23,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-24,0,0,0,0,2019-11,0.0,11,2019,prod
2019-11-25,41,5,22,283,2019-11,195.46,11,2019,prod
2019-11-26,37,2,34,310,2019-11,132.69,11,2019,prod
2019-11-27,143,7,125,1324,2019-11,440.2,11,2019,prod
2019-11-28,32,2,30,315,2019-11,102.43,11,2019,prod
2019-11-29,78,5,71,654,2019-11,228.77,11,2019,prod
2019-11-30,0,0,0,0,2019-11,0.0,11,2019,prod
